video_id,label,split,score_anomaly,score_normal,score_diff
Stealing035_x264,Stealing,validation,0.23851032555103302,0.21727590262889862,0.0212344229221344
Stealing035_x264,Stealing,validation,0.24582578241825104,0.2245960235595703,0.021229758858680725
Stealing035_x264,Stealing,validation,0.24664214253425598,0.2201315015554428,0.02651064097881317
Stealing035_x264,Stealing,validation,0.24051319062709808,0.21480253338813782,0.025710657238960266
Stealing035_x264,Stealing,validation,0.24880041182041168,0.2264307737350464,0.022369638085365295
Stealing035_x264,Stealing,validation,0.24136415123939514,0.22284828126430511,0.018515869975090027
Stealing035_x264,Stealing,validation,0.23987537622451782,0.2204902172088623,0.019385159015655518
Stealing035_x264,Stealing,validation,0.2409031242132187,0.21955659985542297,0.021346524357795715
Stealing035_x264,Stealing,validation,0.2419142872095108,0.22151628136634827,0.020398005843162537
Stealing035_x264,Stealing,validation,0.24571485817432404,0.2240714430809021,0.021643415093421936
Stealing035_x264,Stealing,validation,0.24672716856002808,0.23090368509292603,0.01582348346710205
Stealing035_x264,Stealing,validation,0.2503783404827118,0.23254500329494476,0.01783333718776703
Stealing035_x264,Stealing,validation,0.2567417621612549,0.22670254111289978,0.030039221048355103
Stealing035_x264,Stealing,validation,0.2520275115966797,0.2281010001897812,0.0239265114068985
Stealing035_x264,Stealing,validation,0.25094282627105713,0.22740009427070618,0.023542732000350952
Stealing007_x264,Stealing,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Stealing007_x264,Stealing,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Stealing007_x264,Stealing,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Stealing007_x264,Stealing,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Stealing007_x264,Stealing,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Stealing007_x264,Stealing,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Stealing007_x264,Stealing,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Stealing007_x264,Stealing,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Stealing007_x264,Stealing,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Stealing007_x264,Stealing,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Stealing007_x264,Stealing,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Stealing007_x264,Stealing,validation,0.2606329619884491,0.25663143396377563,0.004001528024673462
Stealing007_x264,Stealing,validation,0.26041099429130554,0.25915828347206116,0.0012527108192443848
Stealing007_x264,Stealing,validation,0.24953125417232513,0.2309422641992569,0.018588989973068237
Stealing007_x264,Stealing,validation,0.24903015792369843,0.22697454690933228,0.02205561101436615
Stealing007_x264,Stealing,validation,0.2482069432735443,0.2256125509738922,0.0225943922996521
Stealing007_x264,Stealing,validation,0.25539475679397583,0.23202136158943176,0.023373395204544067
Stealing007_x264,Stealing,validation,0.24714742600917816,0.22541210055351257,0.02173532545566559
Stealing007_x264,Stealing,validation,0.2463495433330536,0.23814702033996582,0.008202522993087769
Stealing051_x264,Stealing,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Stealing051_x264,Stealing,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Stealing051_x264,Stealing,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Stealing051_x264,Stealing,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Stealing051_x264,Stealing,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Stealing051_x264,Stealing,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Stealing051_x264,Stealing,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Stealing051_x264,Stealing,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Stealing051_x264,Stealing,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Stealing051_x264,Stealing,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Stealing051_x264,Stealing,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Stealing051_x264,Stealing,validation,0.2606329619884491,0.25663143396377563,0.004001528024673462
Stealing051_x264,Stealing,validation,0.26041099429130554,0.25915828347206116,0.0012527108192443848
Stealing051_x264,Stealing,validation,0.24953125417232513,0.2309422641992569,0.018588989973068237
Stealing051_x264,Stealing,validation,0.24903015792369843,0.22697454690933228,0.02205561101436615
Stealing051_x264,Stealing,validation,0.2482069432735443,0.2256125509738922,0.0225943922996521
Stealing051_x264,Stealing,validation,0.25539475679397583,0.23202136158943176,0.023373395204544067
Stealing051_x264,Stealing,validation,0.24714742600917816,0.22541210055351257,0.02173532545566559
Stealing051_x264,Stealing,validation,0.2463495433330536,0.23814702033996582,0.008202522993087769
Stealing051_x264,Stealing,validation,0.25260376930236816,0.24737848341464996,0.005225285887718201
Abuse043_x264,Abuse,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Abuse043_x264,Abuse,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Abuse043_x264,Abuse,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Abuse043_x264,Abuse,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Abuse043_x264,Abuse,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Abuse043_x264,Abuse,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Abuse043_x264,Abuse,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Abuse043_x264,Abuse,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Abuse043_x264,Abuse,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Abuse043_x264,Abuse,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Abuse043_x264,Abuse,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Abuse043_x264,Abuse,validation,0.2606329619884491,0.25663143396377563,0.004001528024673462
Abuse043_x264,Abuse,validation,0.26041099429130554,0.25915828347206116,0.0012527108192443848
Abuse043_x264,Abuse,validation,0.24953125417232513,0.2309422641992569,0.018588989973068237
Abuse043_x264,Abuse,validation,0.24903015792369843,0.22697454690933228,0.02205561101436615
Abuse043_x264,Abuse,validation,0.2482069432735443,0.2256125509738922,0.0225943922996521
Abuse043_x264,Abuse,validation,0.25539475679397583,0.23202136158943176,0.023373395204544067
Abuse043_x264,Abuse,validation,0.24714742600917816,0.22541210055351257,0.02173532545566559
Abuse043_x264,Abuse,validation,0.2463495433330536,0.23814702033996582,0.008202522993087769
Abuse043_x264,Abuse,validation,0.25260376930236816,0.24737848341464996,0.005225285887718201
Abuse043_x264,Abuse,validation,0.2601834833621979,0.2545650005340576,0.005618482828140259
Abuse043_x264,Abuse,validation,0.2569301128387451,0.2536477744579315,0.0032823383808135986
Abuse043_x264,Abuse,validation,0.25749218463897705,0.25306230783462524,0.004429876804351807
Abuse043_x264,Abuse,validation,0.2615699768066406,0.2539497911930084,0.007620185613632202
Abuse008_x264,Abuse,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Abuse008_x264,Abuse,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Abuse008_x264,Abuse,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Abuse008_x264,Abuse,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Abuse008_x264,Abuse,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Abuse008_x264,Abuse,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Abuse008_x264,Abuse,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Abuse008_x264,Abuse,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Abuse008_x264,Abuse,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Abuse008_x264,Abuse,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Abuse008_x264,Abuse,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Abuse008_x264,Abuse,validation,0.2606329619884491,0.25663143396377563,0.004001528024673462
Abuse008_x264,Abuse,validation,0.26041099429130554,0.25915828347206116,0.0012527108192443848
Abuse008_x264,Abuse,validation,0.24953125417232513,0.2309422641992569,0.018588989973068237
Abuse008_x264,Abuse,validation,0.24903015792369843,0.22697454690933228,0.02205561101436615
Abuse008_x264,Abuse,validation,0.2482069432735443,0.2256125509738922,0.0225943922996521
Abuse008_x264,Abuse,validation,0.25539475679397583,0.23202136158943176,0.023373395204544067
Abuse008_x264,Abuse,validation,0.24714742600917816,0.22541210055351257,0.02173532545566559
Abuse008_x264,Abuse,validation,0.2463495433330536,0.23814702033996582,0.008202522993087769
Abuse008_x264,Abuse,validation,0.25260376930236816,0.24737848341464996,0.005225285887718201
Abuse008_x264,Abuse,validation,0.2601834833621979,0.2545650005340576,0.005618482828140259
Abuse008_x264,Abuse,validation,0.2569301128387451,0.2536477744579315,0.0032823383808135986
Abuse008_x264,Abuse,validation,0.25749218463897705,0.25306230783462524,0.004429876804351807
Abuse008_x264,Abuse,validation,0.2615699768066406,0.2539497911930084,0.007620185613632202
Abuse008_x264,Abuse,validation,0.2755289375782013,0.257593035697937,0.017935901880264282
Abuse008_x264,Abuse,validation,0.28010308742523193,0.25510913133621216,0.024993956089019775
Abuse008_x264,Abuse,validation,0.2745598256587982,0.2573535144329071,0.017206311225891113
Abuse008_x264,Abuse,validation,0.24541808664798737,0.22188623249530792,0.023531854152679443
Abuse008_x264,Abuse,validation,0.24985787272453308,0.22813203930854797,0.021725833415985107
Abuse008_x264,Abuse,validation,0.24378113448619843,0.22012744843959808,0.023653686046600342
Abuse008_x264,Abuse,validation,0.2405754178762436,0.21717569231987,0.023399725556373596
Abuse008_x264,Abuse,validation,0.24541103839874268,0.22302870452404022,0.022382333874702454
Abuse008_x264,Abuse,validation,0.2519276440143585,0.22696299850940704,0.024964645504951477
Abuse008_x264,Abuse,validation,0.24980294704437256,0.22745205461978912,0.022350892424583435
Abuse008_x264,Abuse,validation,0.2389291673898697,0.21677687764167786,0.022152289748191833
Abuse008_x264,Abuse,validation,0.23851032555103302,0.21727590262889862,0.0212344229221344
Abuse008_x264,Abuse,validation,0.24582578241825104,0.2245960235595703,0.021229758858680725
Abuse008_x264,Abuse,validation,0.24664214253425598,0.2201315015554428,0.02651064097881317
Abuse008_x264,Abuse,validation,0.24051319062709808,0.21480253338813782,0.025710657238960266
Abuse008_x264,Abuse,validation,0.24880041182041168,0.2264307737350464,0.022369638085365295
Abuse008_x264,Abuse,validation,0.24136415123939514,0.22284828126430511,0.018515869975090027
Abuse008_x264,Abuse,validation,0.23987537622451782,0.2204902172088623,0.019385159015655518
Abuse008_x264,Abuse,validation,0.2409031242132187,0.21955659985542297,0.021346524357795715
Abuse008_x264,Abuse,validation,0.2419142872095108,0.22151628136634827,0.020398005843162537
Abuse008_x264,Abuse,validation,0.24571485817432404,0.2240714430809021,0.021643415093421936
Abuse008_x264,Abuse,validation,0.24672716856002808,0.23090368509292603,0.01582348346710205
Abuse008_x264,Abuse,validation,0.2503783404827118,0.23254500329494476,0.01783333718776703
Abuse008_x264,Abuse,validation,0.2567417621612549,0.22670254111289978,0.030039221048355103
Abuse008_x264,Abuse,validation,0.2520275115966797,0.2281010001897812,0.0239265114068985
Abuse008_x264,Abuse,validation,0.25094282627105713,0.22740009427070618,0.023542732000350952
Abuse002_x264,Abuse,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Abuse002_x264,Abuse,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Abuse002_x264,Abuse,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Abuse002_x264,Abuse,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Abuse002_x264,Abuse,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Arrest011_x264,Arrest,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Arrest011_x264,Arrest,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Arrest011_x264,Arrest,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Arrest011_x264,Arrest,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Arrest011_x264,Arrest,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Arrest011_x264,Arrest,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Arrest011_x264,Arrest,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Arrest011_x264,Arrest,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Arrest011_x264,Arrest,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Arrest011_x264,Arrest,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Arrest011_x264,Arrest,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Arrest011_x264,Arrest,validation,0.2606329619884491,0.25663143396377563,0.004001528024673462
Arrest011_x264,Arrest,validation,0.26041099429130554,0.25915828347206116,0.0012527108192443848
Arrest009_x264,Arrest,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Arrest009_x264,Arrest,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Arrest009_x264,Arrest,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Arrest009_x264,Arrest,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Arrest009_x264,Arrest,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Arrest009_x264,Arrest,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Arrest009_x264,Arrest,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Arrest009_x264,Arrest,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Arrest009_x264,Arrest,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Arrest009_x264,Arrest,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Arrest040_x264,Arrest,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Arrest040_x264,Arrest,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Arrest040_x264,Arrest,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Arrest040_x264,Arrest,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Arrest040_x264,Arrest,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Arrest040_x264,Arrest,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Arrest040_x264,Arrest,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Arrest040_x264,Arrest,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Arrest040_x264,Arrest,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Arrest040_x264,Arrest,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Arrest040_x264,Arrest,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Assault003_x264,Assault,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Assault003_x264,Assault,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Assault003_x264,Assault,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Assault003_x264,Assault,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Assault003_x264,Assault,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Assault003_x264,Assault,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Assault003_x264,Assault,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Assault003_x264,Assault,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Assault003_x264,Assault,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Assault003_x264,Assault,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Assault003_x264,Assault,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Assault003_x264,Assault,validation,0.2606329619884491,0.25663143396377563,0.004001528024673462
Assault003_x264,Assault,validation,0.26041099429130554,0.25915828347206116,0.0012527108192443848
Assault003_x264,Assault,validation,0.24953125417232513,0.2309422641992569,0.018588989973068237
Assault003_x264,Assault,validation,0.24903015792369843,0.22697454690933228,0.02205561101436615
Assault003_x264,Assault,validation,0.2482069432735443,0.2256125509738922,0.0225943922996521
Assault003_x264,Assault,validation,0.25539475679397583,0.23202136158943176,0.023373395204544067
Assault003_x264,Assault,validation,0.24714742600917816,0.22541210055351257,0.02173532545566559
Assault003_x264,Assault,validation,0.2463495433330536,0.23814702033996582,0.008202522993087769
Assault003_x264,Assault,validation,0.25260376930236816,0.24737848341464996,0.005225285887718201
Assault003_x264,Assault,validation,0.2601834833621979,0.2545650005340576,0.005618482828140259
Assault003_x264,Assault,validation,0.2569301128387451,0.2536477744579315,0.0032823383808135986
Assault003_x264,Assault,validation,0.25749218463897705,0.25306230783462524,0.004429876804351807
Assault003_x264,Assault,validation,0.2615699768066406,0.2539497911930084,0.007620185613632202
Assault003_x264,Assault,validation,0.2755289375782013,0.257593035697937,0.017935901880264282
Assault003_x264,Assault,validation,0.28010308742523193,0.25510913133621216,0.024993956089019775
Assault003_x264,Assault,validation,0.2745598256587982,0.2573535144329071,0.017206311225891113
Assault002_x264,Assault,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Assault002_x264,Assault,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Assault002_x264,Assault,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Assault002_x264,Assault,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Assault002_x264,Assault,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Assault002_x264,Assault,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Assault002_x264,Assault,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Assault002_x264,Assault,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Assault002_x264,Assault,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Assault002_x264,Assault,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Assault002_x264,Assault,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Assault002_x264,Assault,validation,0.2606329619884491,0.25663143396377563,0.004001528024673462
Assault002_x264,Assault,validation,0.26041099429130554,0.25915828347206116,0.0012527108192443848
Assault002_x264,Assault,validation,0.24953125417232513,0.2309422641992569,0.018588989973068237
Assault002_x264,Assault,validation,0.24903015792369843,0.22697454690933228,0.02205561101436615
Assault007_x264,Assault,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Assault007_x264,Assault,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Assault007_x264,Assault,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Assault007_x264,Assault,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Assault007_x264,Assault,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Assault007_x264,Assault,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Assault007_x264,Assault,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Assault007_x264,Assault,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Assault007_x264,Assault,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Assault007_x264,Assault,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Assault007_x264,Assault,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Assault007_x264,Assault,validation,0.2606329619884491,0.25663143396377563,0.004001528024673462
Burglary090_x264,Burglary,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Burglary090_x264,Burglary,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Burglary090_x264,Burglary,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Burglary090_x264,Burglary,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Burglary090_x264,Burglary,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Burglary090_x264,Burglary,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Burglary090_x264,Burglary,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Burglary090_x264,Burglary,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Burglary090_x264,Burglary,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Burglary090_x264,Burglary,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Burglary090_x264,Burglary,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Burglary090_x264,Burglary,validation,0.2606329619884491,0.25663143396377563,0.004001528024673462
Burglary090_x264,Burglary,validation,0.26041099429130554,0.25915828347206116,0.0012527108192443848
Burglary090_x264,Burglary,validation,0.24953125417232513,0.2309422641992569,0.018588989973068237
Burglary090_x264,Burglary,validation,0.24903015792369843,0.22697454690933228,0.02205561101436615
Burglary090_x264,Burglary,validation,0.2482069432735443,0.2256125509738922,0.0225943922996521
Burglary090_x264,Burglary,validation,0.25539475679397583,0.23202136158943176,0.023373395204544067
Burglary004_x264,Burglary,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Burglary004_x264,Burglary,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Burglary004_x264,Burglary,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Burglary004_x264,Burglary,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Burglary004_x264,Burglary,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Burglary004_x264,Burglary,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Burglary004_x264,Burglary,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Burglary004_x264,Burglary,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Burglary004_x264,Burglary,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Burglary004_x264,Burglary,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Burglary004_x264,Burglary,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Burglary084_x264,Burglary,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Burglary084_x264,Burglary,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Burglary084_x264,Burglary,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Burglary084_x264,Burglary,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Burglary084_x264,Burglary,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Burglary084_x264,Burglary,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Burglary084_x264,Burglary,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
Burglary084_x264,Burglary,validation,0.26715248823165894,0.2579249143600464,0.009227573871612549
Burglary084_x264,Burglary,validation,0.27396488189697266,0.2572316825389862,0.01673319935798645
Burglary084_x264,Burglary,validation,0.262364000082016,0.25864607095718384,0.0037179291248321533
Burglary084_x264,Burglary,validation,0.25399506092071533,0.2590476870536804,-0.005052626132965088
Burglary084_x264,Burglary,validation,0.2606329619884491,0.25663143396377563,0.004001528024673462
Burglary084_x264,Burglary,validation,0.26041099429130554,0.25915828347206116,0.0012527108192443848
Burglary084_x264,Burglary,validation,0.24953125417232513,0.2309422641992569,0.018588989973068237
Burglary084_x264,Burglary,validation,0.24903015792369843,0.22697454690933228,0.02205561101436615
Burglary084_x264,Burglary,validation,0.2482069432735443,0.2256125509738922,0.0225943922996521
Burglary084_x264,Burglary,validation,0.25539475679397583,0.23202136158943176,0.023373395204544067
Burglary084_x264,Burglary,validation,0.24714742600917816,0.22541210055351257,0.02173532545566559
Burglary084_x264,Burglary,validation,0.2463495433330536,0.23814702033996582,0.008202522993087769
Burglary084_x264,Burglary,validation,0.25260376930236816,0.24737848341464996,0.005225285887718201
Burglary084_x264,Burglary,validation,0.2601834833621979,0.2545650005340576,0.005618482828140259
Burglary084_x264,Burglary,validation,0.2569301128387451,0.2536477744579315,0.0032823383808135986
Burglary084_x264,Burglary,validation,0.25749218463897705,0.25306230783462524,0.004429876804351807
Burglary084_x264,Burglary,validation,0.2615699768066406,0.2539497911930084,0.007620185613632202
Burglary084_x264,Burglary,validation,0.2755289375782013,0.257593035697937,0.017935901880264282
Burglary084_x264,Burglary,validation,0.28010308742523193,0.25510913133621216,0.024993956089019775
Burglary084_x264,Burglary,validation,0.2745598256587982,0.2573535144329071,0.017206311225891113
Burglary084_x264,Burglary,validation,0.24541808664798737,0.22188623249530792,0.023531854152679443
Explosion030_x264,Explosion,validation,0.2730002999305725,0.26082921028137207,0.01217108964920044
Explosion030_x264,Explosion,validation,0.2687299847602844,0.25638091564178467,0.012349069118499756
Explosion030_x264,Explosion,validation,0.2707228362560272,0.2611313760280609,0.009591460227966309
Explosion030_x264,Explosion,validation,0.2775295674800873,0.2570546269416809,0.020474940538406372
Explosion030_x264,Explosion,validation,0.27576592564582825,0.2551840841770172,0.020581841468811035
Explosion030_x264,Explosion,validation,0.27751603722572327,0.25783970952033997,0.0196763277053833
Explosion030_x264,Explosion,validation,0.2735445499420166,0.25826576352119446,0.015278786420822144
