video_id,split,label,is_anomaly,video_score,n_segments
Shooting020_x264,validation,Shooting,1,0.28010308742523193,31
Shooting029_x264,validation,Shooting,1,0.2775295674800873,8
Shooting039_x264,test,Shooting,1,0.2775295674800873,5
Shooting042_x264,validation,Shooting,1,0.2775295674800873,9
Shooting050_x264,test,Shooting,1,0.2775295674800873,23
Shoplifting006_x264,test,Shoplifting,1,0.2775295674800873,19
Shoplifting025_x264,validation,Shoplifting,1,0.2775295674800873,11
Shoplifting047_x264,validation,Shoplifting,1,0.2775295674800873,14
Shoplifting051_x264,test,Shoplifting,1,0.28010308742523193,45
Shoplifting052_x264,test,Shoplifting,1,0.28010308742523193,47
Shoplifting053_x264,validation,Shoplifting,1,0.2775295674800873,13
Stealing007_x264,validation,Stealing,1,0.2775295674800873,19
Stealing011_x264,test,Stealing,1,0.2775295674800873,23
Stealing035_x264,validation,Stealing,1,0.28010308742523193,50
Stealing045_x264,test,Stealing,1,0.28010308742523193,50
Stealing051_x264,validation,Stealing,1,0.2775295674800873,20
Stealing066_x264,test,Stealing,1,0.2775295674800873,8
Vandalism016_x264,validation,Vandalism,1,0.28010308742523193,36
Vandalism024_x264,validation,Vandalism,1,0.2775295674800873,6
Vandalism030_x264,test,Vandalism,1,0.2775295674800873,9
Vandalism037_x264,test,Vandalism,1,0.2775295674800873,18
Vandalism042_x264,validation,Vandalism,1,0.2775295674800873,22
Vandalism050_x264,test,Vandalism,1,0.2775295674800873,5
